pm2_5,pm10,co2,voc,temperature,humidity,aqi_category,suggestion
65.81,18.1,557.89,293.09,30.7,76.15,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.02,41.38,762.27,158.98,23.77,63.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.89,30.32,412.07,210.85,24.91,70.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
71.67,55.56,921.47,388.06,29.77,20.99,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.31,44.15,684.44,410.18,37.46,59.96,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.1,13.05,641.07,77.98,35.15,67.63,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
59.37,140.79,741.78,20.36,30.91,80.5,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
16.83,113.84,760.08,140.97,28.76,33.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.51,42.73,973.73,406.78,35.01,73.09,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,79.53,897.77,432.23,31.97,79.67,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
14.39,84.61,710.9,111.29,16.53,24.74,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.69,111.69,940.92,296.1,22.73,62.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
8.81,41.35,850.18,525.16,29.69,64.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
80.81,108.22,643.35,312.3,19.07,50.09,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
4.25,50.82,718.82,463.23,23.51,47.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
29.0,23.24,712.94,399.81,24.5,65.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
43.27,95.34,876.32,113.47,26.72,45.78,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
76.03,115.18,658.24,221.5,26.56,51.74,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
4.1,160.58,652.4,255.21,26.55,67.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
69.08,28.01,1242.19,265.62,32.13,81.31,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.26,94.46,984.93,387.45,26.67,63.07,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
15.46,55.66,559.85,311.3,26.08,57.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.55,97.42,892.74,10.0,21.25,47.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.98,18.53,779.59,53.07,33.12,39.84,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.99,25.8,847.89,10.0,24.64,71.64,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
41.75,42.84,784.34,276.3,22.56,52.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.37,72.76,1047.41,286.07,29.07,72.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.84,47.56,836.41,292.48,24.17,50.06,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
56.55,93.07,734.48,106.16,25.37,45.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
79.65,105.94,1010.55,351.12,29.29,61.31,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
9.05,90.99,808.32,357.44,26.37,53.85,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
93.33,126.66,780.37,61.73,39.56,36.92,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
2.0,84.55,828.51,30.09,27.63,82.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.21,27.41,726.6,249.98,31.09,45.6,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.71,117.72,752.31,518.77,18.29,68.91,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
47.02,48.82,603.33,504.96,23.7,67.63,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.43,101.86,562.21,334.51,22.57,36.11,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.8,125.08,500.36,140.5,23.23,39.96,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.67,85.98,402.0,383.03,30.08,50.48,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.27,17.63,530.07,182.14,33.18,42.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.24,37.86,706.43,134.87,29.72,80.9,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.93,116.3,775.78,10.0,26.87,52.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.68,64.08,682.18,265.36,24.85,68.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
62.49,72.79,350.0,155.52,33.57,62.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.68,96.56,1143.65,264.46,38.36,58.96,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
60.32,94.37,1021.62,10.0,28.68,55.6,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.74,79.76,861.44,275.47,32.7,73.56,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.28,62.7,1226.87,10.0,29.72,42.62,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.0,59.06,505.66,413.19,31.78,80.9,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
58.68,100.03,1221.91,328.28,22.18,35.69,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
55.26,89.37,508.7,208.2,25.56,66.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.48,60.99,809.68,334.41,29.98,33.92,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.93,107.87,431.54,103.29,34.06,50.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
71.94,65.48,753.67,260.86,23.91,56.4,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.21,40.19,846.54,369.22,17.83,47.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
53.68,43.44,711.33,10.0,25.51,52.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.95,35.74,928.47,182.92,33.05,34.2,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.56,60.47,774.75,246.6,20.08,40.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
67.47,113.18,619.4,220.56,22.12,62.47,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
60.64,41.82,608.3,468.57,28.78,55.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
60.34,76.6,952.73,81.41,27.42,44.64,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
72.64,47.02,586.56,156.83,30.97,74.86,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.53,60.89,978.85,10.0,21.86,36.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.05,17.15,1055.68,476.54,26.38,49.58,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.24,62.28,350.0,213.06,33.98,47.42,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.1,63.22,1033.23,184.24,22.04,64.23,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.75,88.91,1265.11,242.13,35.38,55.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.42,77.81,813.0,345.44,22.66,53.38,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.88,28.06,899.77,302.1,32.25,27.34,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.54,107.95,1009.25,647.18,26.14,67.98,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
92.31,77.36,681.13,318.09,22.28,51.73,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
14.85,76.94,795.57,180.21,25.52,56.73,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
9.65,69.68,421.45,165.8,30.72,43.77,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
68.95,51.88,784.66,191.09,27.97,41.41,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
59.79,77.62,874.53,24.72,33.59,77.49,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.6,86.65,879.04,255.98,35.18,28.4,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.71,8.86,1016.36,367.52,22.08,39.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.69,51.14,556.3,158.0,21.72,77.21,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
17.57,61.08,616.85,128.89,21.48,64.61,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
41.9,78.97,1223.88,477.39,23.5,50.12,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
23.07,111.77,712.42,36.03,33.52,73.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
64.38,42.99,800.01,10.0,30.8,61.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.32,52.57,733.25,77.06,25.27,58.49,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.36,52.06,544.58,18.94,27.94,58.38,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.97,41.95,1155.88,307.93,35.02,61.98,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
50.32,57.85,618.07,195.89,37.54,62.59,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.91,96.98,468.18,217.05,29.3,87.94,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.44,33.12,637.31,422.94,14.7,52.08,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.09,84.97,350.0,146.3,29.49,52.54,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.12,10.43,587.18,366.26,32.67,36.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.33,50.35,507.97,476.7,29.12,54.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.22,58.47,904.36,181.65,31.63,82.94,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.8,128.62,581.65,360.55,29.79,69.77,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
3.8,60.38,971.95,213.73,21.83,46.84,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
4.81,5.0,1099.62,388.61,23.57,55.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.04,5.0,945.29,14.28,26.39,35.55,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.66,71.19,696.15,10.0,33.33,40.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.77,91.48,785.28,191.31,24.17,57.24,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
76.88,83.14,368.75,116.66,30.28,47.58,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.44,75.86,716.56,172.49,29.52,39.33,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.0,110.68,534.89,217.07,35.93,62.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.52,51.11,923.58,358.0,27.79,53.77,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
14.94,101.32,1393.19,188.85,19.23,31.49,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.54,12.88,874.96,126.42,31.23,23.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.78,38.33,350.0,197.27,38.69,46.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.07,6.75,659.69,134.63,31.56,31.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.32,60.38,780.62,109.9,24.06,26.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.98,68.38,771.84,10.0,22.59,71.93,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
78.32,73.99,567.3,260.42,23.24,53.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.28,72.17,811.32,164.69,38.02,51.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
50.04,37.54,439.37,394.94,26.36,52.17,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.25,63.34,513.77,32.89,24.69,37.93,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
29.97,17.59,911.45,168.69,27.21,61.16,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.6,117.71,496.08,521.94,26.42,53.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.31,59.37,884.55,109.06,35.84,43.64,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.44,52.89,407.63,214.52,22.93,45.89,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.67,125.61,1191.21,67.62,33.9,36.59,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.61,26.52,556.43,47.74,28.61,48.91,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.45,30.6,694.08,482.1,34.04,51.41,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
76.28,31.63,832.65,275.66,35.91,48.52,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
63.98,67.62,608.66,270.05,28.42,55.83,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
93.83,85.11,785.85,10.0,26.42,53.82,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
20.82,95.89,893.84,303.81,28.33,58.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.81,160.02,990.15,423.61,27.53,69.15,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
44.58,5.0,947.87,422.42,19.72,63.9,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
94.75,91.31,707.05,350.25,35.76,69.32,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
